id,Gender,Course,Social_Support,Counseling_Service_Use,Family_History,Residence_Type
2655,Female,Engineering,Moderate,Yes,No,Off-Campus
2657,Male,Law,Moderate,Yes,No,Off-Campus
2662,Male,Computer Science,Low,No,No,Off-Campus
2665,Female,Law,High,Yes,Yes,On-Campus
2668,Female,Others,Moderate,No,No,Off-Campus
2670,Female,Computer Science,Moderate,No,No,On-Campus
2672,Male,Computer Science,Moderate,Yes,No,On-Campus
2675,Male,Computer Science,Low,No,No,Off-Campus
2678,Female,Others,Moderate,Yes,No,Off-Campus
2679,Male,Computer Science,High,No,No,On-Campus
2680,Male,Law,Moderate,No,No,Off-Campus
2683,Male,Engineering,High,No,No,Off-Campus
2684,Male,Law,High,No,No,Off-Campus
2685,Male,Computer Science,High,Yes,No,On-Campus
2687,Female,Engineering,Moderate,No,No,On-Campus
2688,Female,Computer Science,Low,Yes,Yes,On-Campus
2691,Female,Engineering,Moderate,Yes,Yes,Off-Campus
2694,Female,Law,Low,No,No,On-Campus
2695,Male,Engineering,Moderate,No,No,On-Campus
2699,Female,Computer Science,Moderate,Yes,No,Off-Campus
2701,Male,Computer Science,Moderate,No,No,Off-Campus
2706,Male,Engineering,Moderate,No,No,Off-Campus
2707,Female,Business,Low,No,No,On-Campus
2708,Female,Computer Science,High,Yes,No,On-Campus
2709,Male,Law,High,No,No,On-Campus
2711,Male,Business,Moderate,Yes,Yes,Off-Campus
2715,Male,Law,Moderate,Yes,Yes,Off-Campus
2717,Female,Law,Moderate,No,Yes,On-Campus
2719,Male,Law,High,Yes,No,Off-Campus
2720,Male,Law,Low,Yes,No,Off-Campus
2723,Female,Engineering,Low,Yes,Yes,On-Campus
2729,Male,Law,High,No,Yes,On-Campus
2730,Male,Law,High,Yes,Yes,On-Campus
2734,Male,Computer Science,Moderate,No,No,On-Campus
2735,Female,Engineering,High,No,No,Off-Campus
2736,Male,Computer Science,Moderate,No,Yes,Off-Campus
2737,Male,Computer Science,High,Yes,No,Off-Campus
2739,Male,Computer Science,Moderate,No,No,Off-Campus
2740,Male,Computer Science,Moderate,Yes,No,On-Campus
2742,Female,Law,Low,No,No,Off-Campus
2743,Male,Others,Moderate,Yes,No,On-Campus
2744,Female,Computer Science,High,No,No,Off-Campus
2745,Female,Engineering,High,No,Yes,Off-Campus
2746,Male,Others,High,Yes,No,Off-Campus
2747,Female,Computer Science,Moderate,Yes,No,Off-Campus
2754,Female,Business,High,No,No,On-Campus
2755,Male,Computer Science,High,Yes,Yes,On-Campus
2757,Male,Engineering,High,Yes,No,On-Campus
2763,Male,Law,Moderate,No,Yes,On-Campus
2764,Female,Business,Low,Yes,No,Off-Campus
2766,Female,Business,Low,No,No,Off-Campus
2767,Male,Engineering,Moderate,No,No,Off-Campus
2773,Female,Business,High,No,No,On-Campus
2779,Female,Business,Moderate,No,No,On-Campus
2781,Male,Engineering,Moderate,Yes,Yes,On-Campus
2782,Male,Others,Moderate,No,Yes,Off-Campus
2784,Male,Law,Moderate,No,Yes,Off-Campus
2785,Female,Others,Moderate,Yes,No,Off-Campus
2786,Male,Law,Moderate,Yes,No,On-Campus
2793,Male,Others,Moderate,No,No,Off-Campus
2794,Male,Computer Science,Low,No,No,On-Campus
2796,Female,Engineering,Moderate,Yes,Yes,Off-Campus
2797,Male,Others,High,No,No,Off-Campus
2800,Female,Engineering,Moderate,No,No,On-Campus
2801,Male,Law,Moderate,No,No,On-Campus
2802,Female,Engineering,Moderate,No,No,On-Campus
2804,Female,Law,High,No,No,On-Campus
2807,Male,Others,High,No,Yes,Off-Campus
2810,Male,Business,Low,Yes,No,On-Campus
2811,Female,Others,High,Yes,No,Off-Campus
2812,Female,Law,Low,Yes,No,On-Campus
2813,Male,Law,High,Yes,No,Off-Campus
2814,Male,Law,Moderate,Yes,No,Off-Campus
2817,Female,Computer Science,High,No,Yes,Off-Campus
2818,Male,Engineering,Moderate,Yes,No,Off-Campus
2820,Male,Business,Moderate,No,No,On-Campus
2825,Male,Computer Science,Moderate,Yes,No,On-Campus
2827,Male,Law,High,No,No,On-Campus
2828,Female,Computer Science,Moderate,No,No,On-Campus
2830,Female,Law,Low,Yes,No,Off-Campus
2831,Female,Computer Science,High,Yes,No,Off-Campus
2834,Female,Law,High,Yes,No,On-Campus
2835,Male,Engineering,High,Yes,No,On-Campus
2839,Male,Business,High,No,No,Off-Campus
2840,Male,Business,High,Yes,Yes,On-Campus
2841,Male,Computer Science,High,No,Yes,On-Campus
2842,Male,Engineering,Moderate,No,Yes,On-Campus
2843,Male,Others,High,No,No,On-Campus
2844,Female,Others,Moderate,Yes,Yes,On-Campus
2849,Male,Law,Moderate,No,No,Off-Campus
2850,Male,Computer Science,Moderate,No,No,On-Campus
2855,Female,Law,High,No,No,On-Campus
2856,Female,Business,High,No,Yes,Off-Campus
2858,Female,Law,High,No,No,On-Campus
2859,Female,Computer Science,Moderate,No,No,Off-Campus
2860,Female,Law,Low,No,Yes,On-Campus
2863,Female,Computer Science,Low,No,No,Off-Campus
2869,Male,Law,High,No,No,Off-Campus
2870,Female,Law,Moderate,Yes,No,On-Campus
2873,Female,Engineering,High,Yes,No,On-Campus
2874,Female,Law,High,Yes,No,Off-Campus
2875,Male,Computer Science,Low,No,No,Off-Campus
2876,Male,Others,Low,No,No,Off-Campus
2877,Male,Engineering,High,No,Yes,On-Campus
2881,Female,Business,High,Yes,Yes,Off-Campus
2884,Male,Computer Science,High,No,Yes,On-Campus
2885,Male,Engineering,Moderate,No,No,Off-Campus
2888,Female,Others,Low,No,No,On-Campus
2889,Male,Law,Moderate,Yes,No,Off-Campus
2890,Female,Law,High,Yes,No,Off-Campus
2891,Male,Engineering,Low,No,No,On-Campus
2892,Male,Engineering,Moderate,Yes,No,On-Campus
2893,Female,Computer Science,High,Yes,No,Off-Campus
2896,Female,Law,Moderate,No,No,On-Campus
2898,Female,Others,Moderate,No,No,On-Campus
2900,Male,Engineering,Low,No,No,Off-Campus
2902,Male,Computer Science,Moderate,Yes,Yes,On-Campus
2903,Female,Business,Moderate,No,Yes,On-Campus
2905,Female,Computer Science,Moderate,No,No,Off-Campus
2908,Female,Engineering,High,No,No,Off-Campus
2909,Female,Computer Science,Moderate,No,No,Off-Campus
2911,Female,Computer Science,High,No,Yes,Off-Campus
2913,Female,Computer Science,Moderate,No,No,Off-Campus
2914,Male,Law,Moderate,Yes,No,On-Campus
2916,Female,Law,Low,Yes,Yes,On-Campus
2918,Male,Engineering,Moderate,No,Yes,Off-Campus
2922,Female,Others,Moderate,Yes,Yes,Off-Campus
2926,Male,Others,Moderate,Yes,Yes,On-Campus
2927,Female,Others,High,Yes,Yes,Off-Campus
2929,Female,Law,Low,Yes,Yes,On-Campus
2931,Male,Law,High,No,No,On-Campus
2932,Female,Others,Low,No,Yes,On-Campus
2933,Female,Law,Moderate,Yes,Yes,On-Campus
2934,Male,Others,Low,No,No,Off-Campus
2935,Female,Engineering,Moderate,Yes,Yes,Off-Campus
2936,Male,Engineering,Moderate,Yes,Yes,On-Campus
2939,Female,Others,Moderate,No,Yes,Off-Campus
2940,Male,Engineering,Moderate,No,Yes,On-Campus
2945,Male,Others,High,No,Yes,On-Campus
2948,Female,Law,High,No,Yes,On-Campus
2949,Female,Computer Science,Moderate,No,Yes,Off-Campus
2952,Female,Computer Science,Low,No,No,On-Campus
2956,Female,Others,Moderate,No,No,On-Campus
2959,Female,Law,High,No,No,On-Campus
2960,Male,Engineering,High,Yes,No,Off-Campus
2962,Male,Law,High,Yes,No,Off-Campus
2963,Female,Others,High,Yes,No,Off-Campus
2964,Male,Business,High,Yes,Yes,On-Campus
2965,Male,Others,Low,Yes,No,On-Campus
2967,Female,Engineering,Moderate,No,No,On-Campus
2970,Female,Others,High,Yes,Yes,On-Campus
2972,Male,Law,Moderate,Yes,Yes,Off-Campus
2973,Male,Engineering,High,No,No,On-Campus
2979,Male,Business,Moderate,Yes,No,Off-Campus
2983,Male,Business,High,No,Yes,On-Campus
2987,Female,Business,Low,Yes,Yes,On-Campus
2988,Female,Engineering,Moderate,Yes,No,On-Campus
2993,Male,Law,Moderate,No,Yes,Off-Campus
2998,Male,Others,Moderate,Yes,Yes,On-Campus
2999,Female,Law,High,No,No,Off-Campus
3000,Male,Law,Moderate,No,No,On-Campus
3004,Female,Computer Science,Moderate,No,No,Off-Campus
3007,Male,Law,High,No,No,Off-Campus
3010,Male,Law,Moderate,No,No,On-Campus
3012,Female,Engineering,Low,No,No,Off-Campus
3015,Male,Business,Moderate,Yes,No,Off-Campus
3018,Female,Others,Moderate,Yes,No,On-Campus
3024,Male,Law,High,No,No,Off-Campus
3025,Male,Law,High,No,No,Off-Campus
3028,Male,Law,High,Yes,No,Off-Campus
3032,Female,Law,High,Yes,Yes,On-Campus
3033,Female,Engineering,High,No,Yes,Off-Campus
3034,Female,Others,Moderate,No,No,Off-Campus
3038,Male,Computer Science,Low,Yes,Yes,On-Campus
3040,Female,Computer Science,High,No,Yes,On-Campus
3041,Female,Law,High,Yes,No,On-Campus
3042,Female,Computer Science,Moderate,No,No,On-Campus
3046,Female,Computer Science,Moderate,No,No,On-Campus
3048,Male,Engineering,Moderate,Yes,No,Off-Campus
3049,Female,Business,High,No,No,On-Campus
3052,Female,Law,Moderate,Yes,No,On-Campus
3053,Female,Business,Moderate,Yes,No,On-Campus
3056,Male,Law,High,No,Yes,On-Campus
3057,Female,Computer Science,Low,Yes,No,Off-Campus
3060,Female,Law,Moderate,Yes,No,On-Campus
3061,Male,Business,High,Yes,No,On-Campus
3062,Female,Business,Moderate,No,Yes,Off-Campus
3063,Male,Others,Moderate,No,Yes,Off-Campus
3066,Female,Law,Moderate,No,No,On-Campus
3067,Female,Law,Low,Yes,No,On-Campus
3074,Male,Others,Moderate,No,No,On-Campus
3078,Female,Engineering,High,No,No,On-Campus
3079,Female,Law,High,Yes,No,On-Campus
3084,Male,Computer Science,Moderate,No,No,On-Campus
3087,Female,Computer Science,High,No,Yes,Off-Campus
3088,Male,Engineering,High,No,No,On-Campus
3091,Female,Engineering,Low,No,No,Off-Campus
3092,Female,Law,Moderate,Yes,No,Off-Campus
3093,Female,Law,Moderate,Yes,No,Off-Campus
3095,Female,Law,High,No,No,Off-Campus
3096,Male,Computer Science,Moderate,Yes,No,On-Campus
3098,Male,Law,Moderate,Yes,Yes,On-Campus
3099,Male,Computer Science,Low,Yes,No,On-Campus
3103,Male,Computer Science,High,Yes,No,On-Campus
3104,Male,Business,Moderate,No,No,Off-Campus
3106,Female,Others,High,Yes,No,Off-Campus
3107,Female,Engineering,Low,Yes,No,On-Campus
3113,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
3122,Female,Business,Moderate,Yes,No,Off-Campus
3123,Male,Engineering,Low,Yes,No,On-Campus
3124,Male,Computer Science,Low,No,No,Off-Campus
3127,Female,Engineering,Low,No,No,Off-Campus
3132,Male,Law,High,Yes,Yes,On-Campus
3133,Female,Others,Moderate,Yes,No,On-Campus
3135,Female,Engineering,Moderate,No,No,Off-Campus
3137,Male,Others,High,No,Yes,Off-Campus
3139,Male,Computer Science,Moderate,Yes,Yes,Off-Campus
3141,Male,Engineering,High,Yes,No,On-Campus
3145,Female,Computer Science,Low,Yes,Yes,Off-Campus
3146,Male,Others,Low,Yes,Yes,On-Campus
3149,Female,Others,High,No,No,Off-Campus
3153,Female,Business,Moderate,No,No,Off-Campus
3155,Male,Others,Moderate,Yes,Yes,Off-Campus
3157,Male,Others,Moderate,No,Yes,Off-Campus
3158,Male,Engineering,Moderate,No,No,Off-Campus
3159,Male,Law,Moderate,No,No,On-Campus
3160,Female,Engineering,Moderate,Yes,No,Off-Campus
3161,Male,Business,High,No,No,On-Campus
3163,Male,Law,High,Yes,No,On-Campus
3164,Female,Law,High,Yes,Yes,On-Campus
3165,Male,Engineering,High,Yes,No,On-Campus
3167,Female,Computer Science,High,No,No,Off-Campus
3169,Female,Business,Low,No,Yes,Off-Campus
3171,Male,Computer Science,Moderate,Yes,No,Off-Campus
3175,Female,Law,High,Yes,Yes,On-Campus
3181,Male,Business,Moderate,No,Yes,On-Campus
3185,Female,Engineering,Moderate,Yes,Yes,Off-Campus
3186,Male,Engineering,Moderate,Yes,Yes,Off-Campus
3189,Male,Business,Low,No,No,Off-Campus
3190,Female,Computer Science,High,Yes,Yes,Off-Campus
3192,Male,Engineering,Low,No,No,Off-Campus
3196,Male,Computer Science,Moderate,No,Yes,On-Campus
3197,Male,Law,Moderate,No,No,On-Campus
3198,Male,Computer Science,Moderate,Yes,No,On-Campus
3200,Female,Law,High,No,No,Off-Campus
3203,Male,Business,Moderate,Yes,No,Off-Campus
3205,Male,Others,High,No,Yes,Off-Campus
3209,Female,Engineering,High,No,No,On-Campus
3210,Female,Computer Science,Moderate,Yes,No,Off-Campus
3212,Male,Law,High,No,No,Off-Campus
3214,Male,Law,High,Yes,Yes,Off-Campus
3215,Female,Engineering,Moderate,No,No,Off-Campus
3216,Male,Law,Moderate,No,No,Off-Campus
3217,Female,Engineering,High,No,No,Off-Campus
3221,Male,Engineering,Moderate,Yes,No,On-Campus
3222,Female,Business,Moderate,Yes,No,Off-Campus
3223,Female,Engineering,Moderate,No,No,Off-Campus
3225,Female,Engineering,Moderate,Yes,No,Off-Campus
3226,Female,Engineering,Moderate,No,No,Off-Campus
3227,Female,Law,Moderate,Yes,No,Off-Campus
3228,Female,Computer Science,Low,No,No,Off-Campus
3229,Female,Engineering,Moderate,Yes,No,On-Campus
3230,Female,Others,High,Yes,No,On-Campus
3232,Male,Engineering,High,No,No,On-Campus
3235,Female,Law,High,Yes,No,On-Campus
3238,Female,Computer Science,Low,Yes,Yes,Off-Campus
3239,Female,Others,Low,No,No,On-Campus
3240,Male,Engineering,Low,No,No,On-Campus
3245,Male,Business,Moderate,No,No,On-Campus
3246,Female,Computer Science,Moderate,No,No,Off-Campus
3248,Female,Law,Low,Yes,No,On-Campus
3252,Male,Others,Moderate,No,Yes,Off-Campus
3253,Male,Others,High,No,No,Off-Campus
3254,Male,Law,Moderate,No,No,On-Campus
3255,Female,Engineering,High,No,No,Off-Campus
3256,Female,Engineering,Low,Yes,Yes,On-Campus
3257,Male,Business,Moderate,No,No,On-Campus
3260,Female,Law,Moderate,No,No,Off-Campus
3262,Male,Business,High,Yes,No,On-Campus
3263,Male,Others,Moderate,Yes,No,On-Campus
3266,Male,Business,Moderate,No,No,On-Campus
3267,Female,Business,Moderate,No,Yes,Off-Campus
3268,Male,Engineering,Low,Yes,No,On-Campus
3270,Male,Others,High,No,No,Off-Campus
3273,Male,Business,High,No,Yes,Off-Campus
3274,Female,Law,Moderate,No,No,Off-Campus
3275,Male,Computer Science,Moderate,Yes,Yes,Off-Campus
3279,Female,Engineering,High,No,Yes,Off-Campus
3280,Female,Others,Low,No,No,Off-Campus
3284,Female,Computer Science,Moderate,No,No,Off-Campus
3289,Female,Others,Moderate,Yes,No,On-Campus
3290,Male,Business,Moderate,No,No,Off-Campus
3294,Male,Law,Moderate,No,Yes,Off-Campus
3297,Male,Computer Science,Low,Yes,No,Off-Campus
3307,Female,Others,High,Yes,No,On-Campus
3309,Female,Law,High,No,No,On-Campus
3312,Male,Business,Moderate,Yes,No,On-Campus
3313,Male,Engineering,Moderate,Yes,No,On-Campus
3317,Male,Computer Science,Moderate,Yes,No,On-Campus
3321,Female,Others,Moderate,No,No,Off-Campus
3325,Male,Business,Low,No,Yes,Off-Campus
3327,Female,Business,Moderate,Yes,No,On-Campus
3333,Male,Law,Moderate,No,No,On-Campus
3335,Male,Law,Low,No,Yes,Off-Campus
3336,Male,Business,Moderate,Yes,No,On-Campus
3339,Male,Computer Science,Moderate,No,Yes,Off-Campus
3343,Male,Others,High,No,Yes,On-Campus
3344,Female,Business,Low,No,Yes,On-Campus
3347,Female,Law,High,No,No,Off-Campus
3348,Male,Engineering,High,No,No,On-Campus
3349,Male,Engineering,High,Yes,No,On-Campus
3350,Female,Computer Science,Low,No,No,Off-Campus
3351,Female,Business,High,Yes,Yes,Off-Campus
3352,Male,Computer Science,Moderate,Yes,No,Off-Campus
3355,Female,Engineering,Low,No,Yes,Off-Campus
3358,Female,Business,Low,No,No,Off-Campus
3361,Male,Law,Moderate,No,Yes,Off-Campus
3369,Female,Others,Moderate,Yes,Yes,Off-Campus
3371,Male,Engineering,High,Yes,Yes,Off-Campus
3373,Female,Engineering,Low,No,No,Off-Campus
3378,Male,Business,Moderate,No,No,On-Campus
3382,Male,Law,Moderate,No,No,Off-Campus
3385,Female,Others,Low,No,No,Off-Campus
3391,Female,Law,High,No,Yes,Off-Campus
3393,Male,Computer Science,Moderate,Yes,No,On-Campus
3394,Female,Computer Science,High,Yes,No,Off-Campus
3397,Male,Computer Science,High,No,No,On-Campus
3398,Female,Others,Moderate,Yes,Yes,On-Campus
3400,Male,Engineering,Low,No,No,On-Campus
3403,Male,Law,Moderate,No,No,On-Campus
3405,Female,Engineering,Moderate,Yes,No,On-Campus
3410,Female,Business,Moderate,Yes,Yes,On-Campus
3414,Male,Engineering,High,No,No,On-Campus
3416,Male,Engineering,High,No,No,On-Campus
3421,Male,Business,Moderate,No,No,Off-Campus
3426,Male,Computer Science,Moderate,No,No,On-Campus
3428,Female,Engineering,High,Yes,No,Off-Campus
3430,Male,Engineering,Moderate,No,No,Off-Campus
3431,Male,Computer Science,Moderate,No,Yes,Off-Campus
3433,Male,Computer Science,Moderate,No,No,On-Campus
3434,Female,Business,Moderate,No,Yes,Off-Campus
3436,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
3437,Female,Law,High,No,Yes,On-Campus
3438,Male,Law,Moderate,Yes,Yes,Off-Campus
3439,Male,Business,Moderate,No,Yes,On-Campus
3440,Male,Engineering,High,No,No,Off-Campus
3441,Male,Computer Science,High,Yes,No,On-Campus
3442,Female,Computer Science,Low,No,No,On-Campus
3449,Female,Business,High,No,No,Off-Campus
3452,Female,Computer Science,High,No,No,Off-Campus
3453,Male,Law,High,Yes,Yes,Off-Campus
3456,Female,Others,High,Yes,Yes,On-Campus
3459,Male,Engineering,High,No,No,Off-Campus
3464,Male,Law,High,Yes,Yes,Off-Campus
3468,Male,Law,High,No,No,On-Campus
3472,Female,Engineering,Moderate,No,No,Off-Campus
3473,Female,Business,High,No,No,Off-Campus
3474,Female,Computer Science,Moderate,Yes,No,On-Campus
3477,Male,Law,Low,No,No,Off-Campus
3479,Male,Others,Moderate,No,Yes,Off-Campus
3481,Male,Computer Science,Moderate,Yes,Yes,On-Campus
3482,Female,Business,Moderate,Yes,Yes,On-Campus
3483,Female,Computer Science,High,No,Yes,Off-Campus
3486,Male,Law,Moderate,No,No,On-Campus
3489,Male,Business,High,No,No,On-Campus
3491,Female,Computer Science,Moderate,No,No,On-Campus
3493,Female,Law,High,No,Yes,On-Campus
3494,Male,Law,Moderate,No,No,On-Campus
3495,Female,Law,Low,No,Yes,Off-Campus
3496,Female,Law,Moderate,Yes,No,Off-Campus
3497,Female,Business,Moderate,No,No,Off-Campus
3500,Male,Law,Moderate,No,No,On-Campus
3501,Male,Computer Science,Low,Yes,No,Off-Campus
3502,Male,Computer Science,Moderate,No,Yes,On-Campus
3503,Female,Others,Moderate,Yes,No,Off-Campus
3504,Male,Computer Science,Low,Yes,No,On-Campus
3510,Male,Others,Low,Yes,No,Off-Campus
3511,Male,Computer Science,High,No,No,On-Campus
3514,Male,Engineering,Moderate,No,No,On-Campus
3515,Female,Engineering,Moderate,No,No,On-Campus
3516,Male,Law,Moderate,No,No,On-Campus
3518,Male,Others,Moderate,Yes,No,On-Campus
3521,Female,Computer Science,Moderate,No,No,On-Campus
3522,Male,Engineering,Moderate,No,No,On-Campus
3524,Male,Business,Low,No,No,On-Campus
3527,Male,Business,Moderate,No,No,On-Campus
3529,Male,Engineering,Moderate,No,No,Off-Campus
3531,Male,Law,Low,Yes,Yes,Off-Campus
3532,Male,Business,Moderate,Yes,Yes,Off-Campus
3536,Female,Others,Low,No,Yes,On-Campus
3540,Female,Business,Moderate,No,No,On-Campus
3547,Male,Computer Science,Moderate,No,No,On-Campus
3549,Female,Business,Moderate,No,Yes,On-Campus
3550,Male,Computer Science,High,No,No,On-Campus
3554,Female,Law,Moderate,Yes,Yes,On-Campus
3555,Male,Engineering,Moderate,No,Yes,On-Campus
3557,Male,Law,Moderate,No,No,On-Campus
3564,Male,Computer Science,Low,No,No,Off-Campus
3566,Female,Law,Low,No,No,Off-Campus
3567,Male,Law,High,No,No,On-Campus
3568,Male,Engineering,Moderate,No,No,On-Campus
3569,Female,Computer Science,High,No,No,On-Campus
3571,Male,Others,Low,No,Yes,Off-Campus
3572,Female,Business,Moderate,Yes,No,On-Campus
3573,Male,Computer Science,Moderate,No,No,Off-Campus
3574,Female,Engineering,Moderate,No,No,On-Campus
3575,Male,Computer Science,Low,No,Yes,On-Campus
3578,Male,Law,Moderate,Yes,Yes,Off-Campus
3580,Female,Law,Moderate,Yes,No,Off-Campus
3585,Male,Computer Science,Moderate,Yes,No,Off-Campus
3587,Female,Computer Science,Low,No,No,On-Campus
3589,Female,Law,High,Yes,No,Off-Campus
3590,Female,Law,Moderate,No,No,On-Campus
3591,Male,Business,Moderate,Yes,Yes,On-Campus
3593,Male,Computer Science,High,Yes,No,On-Campus
3597,Female,Engineering,High,Yes,No,Off-Campus
3598,Female,Computer Science,High,Yes,No,On-Campus
3599,Male,Others,High,Yes,No,On-Campus
3604,Male,Law,Moderate,Yes,No,Off-Campus
3605,Female,Computer Science,Moderate,Yes,No,Off-Campus
3606,Male,Engineering,High,No,No,On-Campus
3607,Female,Business,Moderate,Yes,No,Off-Campus
3608,Female,Law,Moderate,Yes,No,On-Campus
3616,Male,Engineering,Low,No,Yes,On-Campus
3617,Male,Business,High,Yes,No,On-Campus
3621,Male,Others,Low,Yes,No,On-Campus
3622,Female,Engineering,High,No,Yes,Off-Campus
3624,Female,Engineering,Low,Yes,No,Off-Campus
3630,Female,Law,Moderate,No,No,Off-Campus
3632,Male,Computer Science,High,Yes,No,Off-Campus
3634,Female,Engineering,Moderate,No,Yes,On-Campus
3635,Male,Engineering,Moderate,Yes,No,Off-Campus
3638,Male,Law,High,Yes,Yes,Off-Campus
3639,Female,Computer Science,High,Yes,No,Off-Campus
3644,Male,Others,Low,No,No,On-Campus
3649,Female,Computer Science,High,No,No,Off-Campus
3650,Male,Law,Low,No,Yes,On-Campus
3652,Female,Law,Moderate,No,No,Off-Campus
3653,Female,Others,Moderate,No,No,Off-Campus
3656,Male,Engineering,Low,No,Yes,On-Campus
3657,Female,Law,Moderate,No,No,Off-Campus
3664,Female,Others,High,No,No,Off-Campus
3668,Male,Computer Science,High,No,Yes,On-Campus
3669,Male,Engineering,High,Yes,Yes,On-Campus
3670,Female,Computer Science,Low,Yes,Yes,On-Campus
3673,Male,Engineering,Moderate,Yes,No,On-Campus
3675,Male,Computer Science,High,Yes,Yes,Off-Campus
3677,Female,Others,Moderate,No,No,Off-Campus
3678,Male,Law,Low,Yes,No,On-Campus
3681,Female,Others,Low,Yes,No,On-Campus
3684,Female,Law,Low,No,No,On-Campus
3685,Female,Business,Moderate,Yes,No,Off-Campus
3686,Male,Business,Moderate,No,No,Off-Campus
3689,Female,Others,Low,No,Yes,Off-Campus
3691,Female,Engineering,High,Yes,No,Off-Campus
3699,Male,Law,Low,No,No,On-Campus
3708,Female,Law,Moderate,No,No,Off-Campus
3709,Male,Engineering,Low,No,Yes,Off-Campus
3710,Female,Business,Low,Yes,Yes,Off-Campus
3714,Male,Law,Moderate,No,Yes,On-Campus
3716,Male,Others,Moderate,Yes,No,Off-Campus
3719,Female,Engineering,High,Yes,No,Off-Campus
3723,Female,Engineering,Low,No,Yes,Off-Campus
3726,Female,Business,Moderate,No,Yes,On-Campus
3728,Male,Engineering,High,No,No,Off-Campus
3731,Female,Business,Moderate,Yes,No,Off-Campus
3735,Male,Computer Science,Moderate,Yes,No,Off-Campus
3736,Female,Law,High,No,No,On-Campus
3737,Female,Computer Science,Moderate,No,Yes,On-Campus
3741,Female,Engineering,Moderate,No,No,On-Campus
3742,Female,Engineering,High,No,Yes,Off-Campus
3745,Female,Computer Science,High,Yes,No,Off-Campus
3747,Female,Others,Low,No,No,On-Campus
3748,Female,Law,High,Yes,No,On-Campus
3749,Male,Others,Moderate,Yes,No,On-Campus
3750,Female,Others,Low,No,Yes,On-Campus
3753,Male,Engineering,Low,Yes,Yes,Off-Campus
3756,Male,Law,Moderate,No,No,On-Campus
3758,Female,Others,Moderate,No,No,On-Campus
3764,Male,Engineering,Moderate,Yes,No,Off-Campus
3766,Male,Computer Science,Moderate,No,Yes,Off-Campus
3769,Female,Law,Moderate,No,No,Off-Campus
3771,Male,Engineering,High,Yes,No,On-Campus
3774,Male,Engineering,Moderate,No,Yes,Off-Campus
3779,Female,Law,Moderate,No,No,On-Campus
3781,Male,Business,Moderate,No,No,Off-Campus
3787,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
3788,Female,Law,Moderate,No,No,On-Campus
3792,Female,Computer Science,Moderate,No,No,On-Campus
3798,Male,Law,Moderate,Yes,Yes,Off-Campus
3799,Female,Others,Moderate,No,No,Off-Campus
3801,Male,Law,High,No,No,Off-Campus
3802,Male,Law,High,No,No,Off-Campus
3805,Female,Others,Low,No,No,Off-Campus
3806,Male,Law,High,No,No,On-Campus
3808,Male,Engineering,High,No,Yes,Off-Campus
3817,Male,Computer Science,Low,No,No,On-Campus
3818,Female,Law,Low,No,No,Off-Campus
3820,Male,Business,Moderate,No,No,Off-Campus
3821,Male,Law,High,No,No,On-Campus
3823,Female,Engineering,Moderate,No,No,On-Campus
3829,Female,Others,High,No,Yes,Off-Campus
3831,Female,Others,High,No,Yes,Off-Campus
3836,Female,Law,High,No,Yes,On-Campus
3837,Male,Engineering,Moderate,No,No,On-Campus
3838,Female,Computer Science,High,No,Yes,On-Campus
3841,Male,Engineering,Low,No,No,Off-Campus
3844,Female,Engineering,Moderate,No,No,On-Campus
3849,Female,Law,Moderate,No,Yes,On-Campus
3853,Male,Law,Low,No,No,Off-Campus
3854,Male,Computer Science,Moderate,No,Yes,Off-Campus
3857,Female,Computer Science,Moderate,No,No,On-Campus
3864,Female,Computer Science,Moderate,Yes,No,On-Campus
3865,Male,Others,High,No,Yes,Off-Campus
3866,Male,Engineering,Moderate,Yes,Yes,Off-Campus
3867,Female,Engineering,High,No,Yes,On-Campus
3870,Female,Business,Low,Yes,Yes,On-Campus
3871,Male,Engineering,Moderate,No,No,On-Campus
3872,Female,Business,Moderate,No,Yes,On-Campus
3874,Female,Engineering,High,No,No,Off-Campus
3875,Female,Engineering,Moderate,No,Yes,On-Campus
3879,Female,Business,Low,No,No,On-Campus
3889,Female,Business,Moderate,No,Yes,Off-Campus
3890,Female,Computer Science,Moderate,No,No,Off-Campus
3895,Female,Business,Moderate,Yes,No,Off-Campus
3900,Male,Computer Science,Moderate,No,No,On-Campus
3902,Male,Engineering,High,Yes,No,On-Campus
3904,Male,Engineering,Moderate,No,No,Off-Campus
3905,Female,Business,High,No,No,On-Campus
3906,Female,Engineering,Moderate,No,Yes,On-Campus
3910,Female,Engineering,Moderate,Yes,Yes,On-Campus
3911,Male,Computer Science,High,No,No,On-Campus
3913,Female,Computer Science,Moderate,No,No,On-Campus
3914,Female,Computer Science,Low,No,No,On-Campus
3916,Female,Engineering,Moderate,Yes,No,Off-Campus
3921,Male,Law,Moderate,No,Yes,On-Campus
3924,Male,Law,Moderate,No,No,Off-Campus
3925,Male,Computer Science,Low,No,Yes,On-Campus
3934,Male,Engineering,Moderate,No,Yes,Off-Campus
3935,Female,Computer Science,Low,No,No,Off-Campus
3937,Male,Engineering,High,Yes,No,Off-Campus
3939,Female,Computer Science,Moderate,Yes,No,Off-Campus
3940,Male,Law,Low,No,No,On-Campus
